,bhk,area,region,price_in_cr
58900,3,1192,Borivali West,2.8
58902,3,1166,Borivali West,3.19
58912,4,2650,Thane West,5.3
58921,4,2650,Thane West,5.3
58932,4,2100,Thane West,4.6
58942,4,2036,Thane West,4.5
58943,4,2650,Thane West,5.3
58967,4,2650,Thane West,5.3
58981,4,2650,Thane West,5.3
59002,3,3280,Thane West,7.0
59008,2,877,Borivali West,2.34
59009,3,3280,Thane West,7.0
59016,4,2645,Thane West,5.75
59059,4,2100,Thane West,4.6
59064,4,2036,Thane West,4.5
59067,4,2650,Thane West,5.3
59073,4,2650,Thane West,5.3
59075,4,2650,Thane West,5.3
59091,4,2100,Thane West,4.6
59107,4,2650,Thane West,5.35
59119,4,2650,Thane West,5.3
59144,4,2645,Thane West,5.35
59145,4,2645,Thane West,5.35
59150,4,2650,Thane West,5.3
59159,5,6500,Thane West,15.0
59162,3,1400,Thane West,3.0
59165,4,2650,Thane West,5.75
59179,3,1400,Thane West,3.0
59200,3,1000,Thane West,2.29
59229,4,2100,Thane West,4.6
59247,4,2650,Thane West,5.3
59277,4,2650,Thane West,5.3
59286,5,6500,Thane West,15.0
59289,3,1400,Thane West,3.0
59292,4,2650,Thane West,5.75
59306,3,1400,Thane West,3.0
59315,3,1400,Thane West,3.0
59331,4,2650,Thane West,5.3
59386,2,1100,Thane West,16.5
59405,4,2750,Thane West,5.75
59406,4,5000,Thane West,12.0
59409,2,800,Santacruz West,4.11
59410,3,1800,Santacruz West,5.4
59411,2,1120,Bandra West,7.75
59412,3,1199,Khar,4.95
59413,3,1600,Borivali West,3.5
59414,3,1450,Borivali West,2.95
59415,2,1049,Borivali West,2.5
59416,3,1311,Borivali West,3.15
59417,3,1279,Borivali West,2.85
59418,3,1192,Borivali West,2.8
59420,3,1166,Borivali West,3.19
59430,1,624,Andheri West,1.26
59431,2,920,Andheri West,1.89
59432,2,920,Andheri West,1.92
59433,1,624,Andheri West,1.25
59434,1,624,Andheri West,1.25
59435,2,946,Andheri West,2.56
59436,2,962,Andheri West,2.54
59437,2,962,Andheri West,2.53
59438,3,1388,Andheri West,3.89
59439,2,946,Andheri West,2.53
59440,2,962,Andheri West,2.56
59441,2,920,Andheri West,1.87
59442,2,920,Andheri West,1.88
59443,1,624,Andheri West,1.28
59444,2,920,Andheri West,1.89
59446,2,920,Andheri West,1.92
59455,3,1475,Kandivali East,3.7
59456,3,1475,Kandivali East,3.7
59457,2,933,Malad West,2.1
59460,4,2049,Mahalaxmi,11.86
59461,3,2301,Nerul,7.5
59462,4,2065,Mahalaxmi,12.49
59463,2,944,Mahalaxmi,4.58
59464,3,1338,Mahalaxmi,7.05
59465,2,984,Mahalaxmi,4.78
59466,2,962,Mahalaxmi,4.07
59467,3,1326,Jogeshwari West,3.5
59468,2,997,Mahalaxmi,4.97
59469,3,1259,Mahalaxmi,8.19
59470,3,1578,Mahalaxmi,9.1
59471,2,962,Mahalaxmi,4.73
59473,3,1352,Nerul,3.6
59475,3,1650,Mahalaxmi,9.64
59476,3,1248,Mahalaxmi,7.32
59477,3,1690,Nerul,4.5
59482,2,875,Kandivali West,1.81
59483,2,875,Kandivali West,1.9
59484,2,875,Kandivali West,1.75
59485,3,1425,Kandivali West,3.0
59486,2,923,Goregaon West,2.1
59487,3,1483,Kandivali West,3.24
59495,6,2600,Kandivali East,7.0
59505,3,1604,Malad West,4.0
59506,4,2102,Malad West,6.0
59507,4,3000,Goregaon East,7.8
59508,4,2115,Malad East,4.25
59509,4,1872,Malad East,4.0
59510,3,1445,Malad East,2.9
59512,2,1100,Borivali West,2.3
59513,3,1193,Borivali West,2.75
59514,2,1300,Borivali West,2.6
59515,3,1600,Borivali West,3.35
59517,3,1338,Mahalaxmi,7.31
59518,3,1480,Mahalaxmi,8.15
59519,2,1059,Mahalaxmi,5.97
59520,2,1051,Mahalaxmi,5.7
59521,2,1002,Mahalaxmi,5.66
59522,4,1727,Jogeshwari West,5.0
59525,3,1166,Borivali West,3.05
59526,2,893,Borivali West,2.45
59527,3,1166,Borivali West,3.0
59531,4,2415,Thane West,4.85
59534,4,3000,Santacruz West,12.0
59537,1,491,Goregaon West,1.5
59541,2,946,Andheri West,2.62
59547,2,700,Borivali West,1.75
59550,2,962,Andheri West,2.58
59551,2,962,Andheri West,2.59
59552,2,946,Andheri West,2.69
59553,2,946,Andheri West,2.6
59555,1,500,Borivali West,1.15
59556,2,1400,Juhu,4.0
59562,2,1000,Colaba,6.5
59563,2,1100,Colaba,3.2
59564,2,750,Colaba,3.3
59565,2,800,Colaba,2.35
59566,2,990,Colaba,7.25
59567,2,1300,Colaba,6.5
59568,4,2150,Juhu,10.0
59569,2,944,Juhu,6.0
59573,6,3700,Andheri West,13.5
59574,4,2500,Andheri West,6.5
59575,3,1815,Worli,7.2
59576,2,1022,Mahalaxmi,3.3
59583,3,1430,Andheri West,4.25
59584,2,1175,Andheri West,2.35
59585,4,2500,Andheri West,7.5
59586,3,2500,Andheri West,7.0
59587,4,3300,Andheri West,8.25
59588,4,1700,Andheri West,5.5
59589,3,1820,Andheri West,6.2
59590,2,1050,Andheri West,2.4
59591,2,900,Andheri West,2.35
59592,2,1050,Andheri West,3.0
59593,2,1040,Andheri West,2.5
59594,3,2123,Andheri West,6.0
59595,4,2414,Andheri West,7.5
59597,2,1000,Andheri West,2.25
59601,3,960,Andheri West,2.75
59604,3,2480,Worli,8.1
59605,3,2921,Lower Parel,7.5
59606,3,2000,Bandra West,11.0
59612,3,1300,Sion,2.88
59619,3,1610,Worli,7.0
59620,4,2553,Prabhadevi,12.5
59621,3,1751,Worli,8.0
59622,3,1500,Worli,7.5
59623,3,3101,Worli,8.75
59624,3,1352,Juhu,6.0
59625,3,1050,Juhu,4.5
59675,4,2645,Thane West,5.35
59677,4,2100,Thane West,4.6
59732,4,2036,Thane West,4.5
59733,4,2650,Thane West,5.3
59787,4,2650,Thane West,5.3
59822,4,2650,Thane West,5.35
59845,4,2645,Thane West,5.35
59878,4,2036,Thane West,4.5
59923,4,2645,Thane West,5.35
59935,4,2036,Thane West,4.5
59946,4,2100,Thane West,4.6
59958,4,2645,Thane West,5.35
59959,4,2650,Thane West,5.35
59969,4,2650,Thane West,5.3
59972,4,2100,Thane West,4.6
59976,4,2100,Thane West,4.6
59983,4,2650,Thane West,5.3
60002,3,1435,Juhu,6.5
60003,3,2000,Santacruz West,9.75
60012,4,2267,Lower Parel,12.5
60015,3,1284,Goregaon East,3.3
60016,1,592,Santacruz East,1.5
60028,3,1800,Lower Parel,6.0
60034,5,6000,Lower Parel,34.0
60035,4,2500,Lower Parel,20.0
60036,3,2000,Lower Parel,15.0
60037,2,900,Wadala,2.5
60038,3,1000,Santacruz East,2.79
60040,3,1350,Santacruz East,4.7
60041,3,1400,Santacruz East,4.65
60042,2,720,Khar,3.1
60043,3,1200,Santacruz West,5.5
60044,3,1200,Andheri West,5.0
60045,3,1200,Santacruz East,4.25
60046,3,1020,Santacruz East,3.77
60047,2,750,Santacruz East,2.85
60048,3,1450,other,10.6
60049,3,1321,Bandra West,5.85
60050,3,1212,Bandra West,5.5
60051,5,5200,Lower Parel,25.0
60052,3,2700,Lower Parel,14.0
60053,3,1100,Santacruz East,4.0
60054,3,1100,Santacruz East,3.85
60055,3,1450,Andheri West,4.25
60056,4,3500,Andheri West,14.0
60057,5,5200,Andheri West,22.0
60058,4,2510,Lower Parel,10.0
60059,3,2200,Worli,9.0
60060,2,919,Lower Parel,4.0
60061,2,919,Lower Parel,4.2
60062,2,919,Lower Parel,4.1
60063,3,1800,Andheri West,5.25
60064,4,2807,Andheri West,10.0
60065,3,1686,Worli,6.5
60066,3,1735,Prabhadevi,7.5
60067,5,3231,Prabhadevi,17.0
60068,4,2278,Prabhadevi,9.2
60070,1,624,Andheri West,1.31
60074,3,1298,Jogeshwari West,3.7
60077,4,1500,Borivali East,3.42
60078,4,1436,Borivali East,3.25
60079,3,1262,Borivali East,2.79
60081,2,800,Kandivali East,1.6
60082,2,962,Andheri West,2.58
60083,3,1459,Andheri West,4.4
60084,2,946,Andheri West,2.58
60085,2,946,Andheri West,2.59
60086,2,946,Andheri West,2.62
60087,2,946,Andheri West,2.54
60088,3,1459,Andheri West,4.45
60096,2,1000,Powai,2.1
60119,1,600,Mulund West,1.2
60120,3,1500,Mulund West,3.55
60130,2,800,Goregaon West,1.65
60141,4,2300,Thane West,4.6
60179,4,3250,Bandra West,23.75
60181,2,950,Mulund West,2.1
60184,3,1400,Mulund West,3.25
60223,2,790,Andheri East,1.75
60224,2,790,Andheri East,1.75
60225,2,1050,Andheri West,3.1
60234,3,1400,Jogeshwari West,4.2
60235,2,1050,Jogeshwari West,2.4
60236,2,1000,Jogeshwari West,2.1
60258,2,850,Powai,1.85
60261,1,450,Kurla,1.05
60265,2,600,Vikhroli,1.33
60281,2,950,Ghansoli,1.9
60284,3,1200,Goregaon West,2.6
60323,4,1950,Thane West,4.25
60326,4,3800,Malad East,8.0
60333,3,1150,Goregaon West,2.7
60335,2,790,Andheri West,2.25
60336,3,1090,Andheri West,2.85
60337,4,2200,Goregaon West,5.55
60378,1,720,Wadala,1.75
60379,2,890,Wadala,2.25
60407,3,1420,Santacruz East,3.99
60419,4,1960,Powai,4.0
60444,1,350,Wadala,1.0
60448,2,962,Andheri West,2.53
60451,2,947,Andheri West,2.26
60452,2,947,Andheri West,2.29
60453,2,947,Andheri West,2.29
60455,2,947,Andheri West,2.22
60460,2,1100,Andheri West,3.6
60461,3,1426,Kandivali West,3.25
60463,3,1240,Kandivali West,2.7
60464,3,1570,Kandivali West,3.5
60465,5,2500,Kandivali West,5.75
60466,4,4000,Worli,36.0
60472,3,1100,Borivali West,2.6
60473,3,1450,Andheri West,4.5
60474,2,1100,Andheri West,3.2
60475,2,1100,Andheri West,3.0
60476,1,550,Goregaon West,1.2
60477,2,1300,Andheri West,3.5
60478,1,600,Andheri West,1.43
60479,3,1280,Andheri West,3.5
60480,3,1550,Andheri West,3.9
60481,2,1000,Andheri West,2.65
60482,4,2500,Andheri West,5.5
60484,4,2414,Andheri West,8.25
60485,3,1500,Andheri West,3.25
60486,2,1450,Andheri West,4.35
60487,3,1850,Andheri West,5.9
60490,3,1471,Mahim,6.75
60493,4,1874,Mahim,6.75
60496,3,1550,Andheri West,5.25
60497,2,1125,Goregaon West,2.3
60533,4,2083,Thane West,4.5
60561,2,743,Mulund West,1.55
60567,3,1073,Mulund West,2.15
60610,4,2444,Thane West,5.1
60669,3,1534,Powai,3.65
60680,2,1222,Powai,2.65
60688,2,623,Bhandup West,1.28
60689,1,481,Bhandup West,0.98
60705,3,1599,Powai,3.7
60706,2,1157,Powai,2.35
60707,2,1040,Powai,2.3
60708,2,975,Powai,2.25
60723,4,1820,Powai,4.25
60724,3,1755,Powai,3.74
60726,3,1305,Mulund West,3.15
60728,3,1029,Mulund West,2.86
60813,2,1024,Parel,3.25
60814,1,590,Chembur,1.24
60816,2,900,Parel,3.61
60820,3,1450,Chembur,3.25
60821,3,1350,Chembur,4.5
60822,4,2600,Deonar,6.6
60826,3,1550,Deonar,3.2
60827,2,950,Deonar,2.1
60828,2,790,Santacruz East,1.7
60852,4,2640,Tardeo,11.0
60856,4,1900,Chembur,4.75
60857,2,925,Ghatkopar East,2.24
60860,3,1495,Bandra Kurla Complex,4.5
60861,3,1595,Santacruz East,4.7
60862,2,1090,Parel,4.75
60863,4,1982,Worli,9.0
60864,10,16000,Juhu,50.0
60880,3,3280,Thane West,7.0
61007,4,5000,Thane West,12.0
61054,3,3280,Thane West,7.0
61076,4,2650,Thane West,5.75
61161,4,2780,Andheri West,6.39
61162,3,2260,Andheri West,5.19
61163,3,2070,Andheri West,4.76
61168,2,881,Kanjurmarg,1.85
61171,2,962,Andheri West,2.59
61172,2,946,Andheri West,2.6
61173,2,946,Andheri West,2.52
61174,2,946,Andheri West,2.58
61175,2,962,Andheri West,2.59
61176,2,946,Andheri West,2.57
61177,2,946,Andheri West,2.59
61178,2,962,Andheri West,2.64
61179,3,1388,Andheri West,3.76
61180,2,946,Andheri West,2.63
61182,2,946,Andheri West,2.59
61183,2,962,Andheri West,2.62
61184,2,962,Andheri West,2.58
61185,2,946,Andheri West,2.54
61187,2,962,Andheri West,2.59
61188,2,962,Andheri West,2.56
61189,3,1274,Goregaon East,3.75
61191,2,800,Bandra East,2.32
61192,2,700,Vikhroli,1.56
61195,3,1500,Andheri West,4.65
61278,4,2650,Thane West,5.3
61310,3,2000,Santacruz West,9.75
61317,4,2036,Thane West,4.5
61324,4,2650,Thane West,5.3
61336,4,2036,Thane West,4.5
61373,4,2650,Thane West,5.3
61376,4,2650,Thane West,5.35
61414,4,2650,Thane West,5.3
61417,3,1150,Thane West,2.7
61446,4,2650,Thane West,5.3
61544,4,2650,Thane West,5.35
61546,4,2650,Thane West,5.35
61556,4,2650,Thane West,5.35
61557,4,2036,Thane West,4.5
61569,4,2100,Thane West,4.25
61580,4,2650,Thane West,5.3
61582,4,2650,Thane West,5.3
61585,4,2036,Thane West,4.5
61589,4,2036,Thane West,4.5
61639,4,2650,Thane West,5.3
61640,4,2650,Thane West,5.3
61657,2,811,Powai,1.7
61722,2,846,Powai,1.7
61779,1,546,Parel,1.15
61789,2,1040,Worli,3.25
61790,3,2100,Worli,15.5
61791,4,2522,Lower Parel,14.0
61792,2,1000,Worli,4.9
61793,4,2184,Lower Parel,7.5
61794,3,2100,Worli,7.0
61795,3,2300,Lower Parel,7.0
61796,3,2018,Lower Parel,7.0
61801,1,500,Borivali West,1.1
61834,3,1084,Santacruz East,2.49
61865,3,1254,Andheri East,3.09
61866,2,715,Andheri East,1.76
61867,3,3150,Worli,8.75
61868,3,1166,Borivali West,3.21
61869,2,1120,Kandivali West,2.25
61870,3,1596,Borivali West,3.3
61874,2,999,Kandivali West,2.11
61875,2,1012,Borivali West,2.3
61876,3,1426,Kandivali West,3.1
61877,3,1425,Kandivali West,3.15
61878,2,999,Kandivali West,2.11
61879,3,1425,Kandivali West,3.35
61880,3,1425,Kandivali West,3.99
61881,2,1000,Juhu,6.5
61882,6,6000,Worli,35.5
61888,3,910,Thane West,1.85
61889,3,910,Thane West,1.85
61894,3,910,Thane West,1.85
61895,3,910,Thane West,1.85
61898,2,700,Thane West,1.4
61899,2,700,Thane West,1.4
61900,3,1026,Thane West,2.51
61901,3,1026,Thane West,2.51
61902,2,811,Thane West,1.89
61903,2,811,Thane West,1.89
61904,3,1026,Thane West,2.51
61905,3,1026,Thane West,2.51
61906,2,811,Thane West,1.89
61907,2,811,Thane West,1.89
61908,4,1842,Thane West,5.66
61909,4,1842,Thane West,5.66
61954,4,2415,Thane West,4.85
61955,5,6500,Thane West,15.0
61959,4,2650,Thane West,5.75
61966,4,2645,Thane West,5.75
61976,5,2804,Borivali West,6.3
61977,2,800,Kandivali West,1.68
61993,4,2415,Thane West,4.85
61996,3,3280,Thane West,7.0
62008,3,1166,Borivali West,3.0
62011,4,5000,Thane West,12.0
62023,4,2645,Thane West,5.75
62026,5,2804,Borivali West,6.3
62027,2,800,Kandivali West,1.68
62030,5,6500,Thane West,15.0
62058,5,6500,Thane West,15.0
62069,1,500,Borivali West,1.25
62074,3,1549,Borivali West,3.65
62080,6,4500,Thane West,10.0
62086,3,1100,Wadala,3.8
62088,2,962,Andheri West,2.54
62089,2,946,Andheri West,2.65
62090,2,962,Andheri West,2.52
62091,2,962,Andheri West,2.51
62096,2,1314,Goregaon East,2.9
62097,4,3573,Goregaon East,10.0
62098,3,1450,Goregaon East,3.0
62100,2,876,Santacruz West,2.9
62107,2,696,Chembur,1.45
62112,2,698,Chembur,1.46
62119,2,665,Andheri West,2.51
62127,3,1671,Malad East,3.5
62128,2,1099,Malad East,2.35
62155,2,700,Chembur,1.6
62156,1,500,Chembur,1.05
62157,1,450,Chembur,0.99
62188,2,838,Powai,1.7
62191,3,1400,Thane West,3.0
62192,3,2125,Thane West,4.25
62196,4,5000,Thane West,12.0
62201,3,2050,Thane West,4.15
62230,4,2036,Thane West,4.5
62236,4,2650,Thane West,5.3
62237,4,2650,Thane West,5.3
62286,4,2650,Thane West,5.3
62289,4,2650,Thane West,5.3
62295,2,950,Chembur,2.26
62296,4,1800,Chembur,5.71
62297,3,1375,Chembur,3.23
62298,4,1950,Ghatkopar East,5.61
62301,3,1150,Chembur,2.83
62302,4,1700,Chembur,4.4
62303,3,1366,Chembur,3.75
62314,2,1000,Andheri West,2.5
62315,2,1100,Andheri West,2.65
62316,1,530,Andheri East,1.75
62319,4,2650,Thane West,5.3
62322,3,1150,Thane West,2.7
62327,4,2100,Thane West,4.25
62346,4,2650,Thane West,5.3
62368,4,2650,Thane West,5.3
62380,4,2650,Thane West,5.35
62412,5,4000,Andheri West,12.0
62414,4,2500,Andheri West,6.5
62416,4,3000,Andheri West,8.5
62417,4,2414,Andheri West,8.5
62418,3,1775,Andheri West,5.5
62420,3,1650,Andheri West,6.75
62421,2,1100,Andheri West,3.0
62488,4,2650,Thane West,5.3
62499,4,2650,Thane West,5.3
62501,4,2036,Thane West,4.5
62507,4,2100,Thane West,4.25
62513,4,2650,Thane West,5.3
62521,4,2650,Thane West,5.3
62526,4,2650,Thane West,5.3
62527,5,6000,Juhu,35.0
62528,3,1200,Worli,9.0
62529,3,3080,Lower Parel,12.0
62530,4,2379,Worli,8.9
62560,4,2650,Thane West,5.35
62563,4,2036,Thane West,4.5
62577,2,1092,Kandivali West,2.2
62578,2,1249,Byculla,3.0
62581,3,1803,Marine Lines,5.0
62584,3,1425,Kandivali West,3.4
62585,3,1500,other,3.6
62586,2,1120,other,2.55
62588,4,2200,Borivali West,4.55
62589,3,1500,Kandivali West,3.6
62590,2,1200,Kandivali West,2.79
62593,5,2700,Chembur,10.34
62594,3,1600,Chembur,6.32
62609,2,600,Borivali West,1.55
62611,2,800,Borivali West,1.75
62614,1,517,Borivali West,1.05
62615,1,550,Borivali West,1.3
62621,2,700,Dahisar,1.55
62623,2,915,Kandivali West,1.9
62624,3,1405,Borivali West,3.5
62627,1,734,Andheri West,1.7
62628,2,947,Andheri West,2.25
62630,4,1592,Ville Parle West,6.05
62631,3,1287,Ville Parle West,4.85
62632,8,4350,Santacruz West,16.5
62633,4,1927,Santacruz West,8.25
62635,3,1227,Malad West,2.9
62636,2,871,Malad West,1.85
62644,2,772,Borivali East,1.6
62651,3,1289,Goregaon West,3.0
62654,3,1150,Andheri East,2.3
62657,2,731,Kandivali East,1.55
62660,3,1495,Kandivali East,3.0
62662,3,1250,Goregaon East,3.2
62663,2,1038,Malad West,2.15
62664,4,2091,Malad West,4.75
62666,2,1150,Malad West,2.75
62667,4,2142,Malad West,7.4
62668,4,2540,Borivali West,8.0
62669,4,1650,other,4.2
62670,3,1150,other,2.4
62677,4,3850,Goregaon West,10.5
62686,1,520,Andheri West,1.35
62687,2,734,Andheri West,1.95
62692,3,1274,Goregaon East,3.15
62694,2,723,Kandivali East,1.6
62698,3,2223,Borivali West,6.5
62700,3,1254,Borivali West,3.15
62701,2,845,Borivali West,2.0
62703,3,2304,Malad East,5.5
62704,5,3032,Malad East,7.15
62706,3,1371,Kandivali West,2.85
62707,2,949,Kandivali West,1.99
62714,2,820,Kandivali East,1.65
62716,3,1214,Malad West,2.5
62717,3,1297,Borivali East,3.0
62730,3,1147,Malad West,2.6
62731,2,1051,Goregaon West,2.25
62733,2,968,Goregaon East,2.7
62734,4,1872,Goregaon East,3.8
62737,3,1393,Kandivali East,2.8
62740,3,1155,Borivali East,2.7
62741,2,1220,Kandivali East,2.55
62742,2,971,Borivali East,2.25
62743,2,1100,Malad West,2.3
62744,3,1777,Goregaon East,5.25
62746,2,1200,Goregaon West,2.5
62747,4,2104,Kandivali East,5.0
62748,3,1319,Kandivali East,3.33
62749,2,965,Kandivali East,2.4
62762,1,568,Kandivali West,1.23
62763,2,854,Malad West,1.9
62765,2,1012,Borivali West,2.2
62769,2,731,Kandivali West,1.6
62772,2,852,Borivali West,1.85
62773,4,2850,Goregaon East,8.0
62775,3,1350,Borivali East,2.7
62777,2,1100,Kandivali East,2.25
62778,3,1377,Jogeshwari East,3.25
62783,3,1350,Malad West,2.9
62787,3,1650,Jogeshwari East,4.5
62789,3,1387,Kandivali East,3.1
62791,2,622,Kandivali West,1.25
62794,6,2600,Borivali West,5.31
62804,3,1162,Goregaon West,2.7
62805,2,1050,Goregaon West,2.2
62812,2,1176,Goregaon West,2.43
62815,3,1394,Borivali East,3.12
62816,3,1426,Kandivali West,3.0
62822,2,1049,Borivali West,2.25
62825,2,985,Goregaon East,2.1
62827,3,1446,Kandivali East,3.14
62841,2,837,Kandivali East,1.93
62842,1,452,Kandivali East,1.05
62843,3,1090,Kandivali East,2.52
62847,3,1483,Kandivali West,3.75
62856,2,847,Malad West,1.95
62860,4,1550,Kandivali East,3.25
62869,2,820,Jogeshwari West,2.0
62871,4,2328,Goregaon East,6.0
62872,3,1250,other,3.2
62873,3,2410,Borivali West,6.0
62909,4,1430,Goregaon West,3.35
62910,4,1750,Borivali East,4.04
62936,4,2415,Thane West,4.85
62945,4,2650,Thane West,5.35
62979,4,2650,Thane West,5.35
62984,4,2645,Thane West,5.35
63011,4,2100,Thane West,4.6
63029,4,2200,Thane West,5.75
63032,4,2200,Thane West,5.75
63034,5,6500,Thane West,15.0
63046,4,5000,Thane West,12.0
63062,4,2650,Thane West,5.35
63065,4,2036,Thane West,4.75
63069,4,2650,Thane West,5.35
63072,4,2650,Thane West,5.35
63081,4,2650,Thane West,5.3
63089,4,2100,Thane West,4.6
63090,4,2650,Thane West,5.35
63095,4,2645,Thane West,5.35
63097,4,2100,Thane West,4.6
63125,4,2650,Thane West,5.35
63174,3,2050,Thane West,4.15
63175,3,1400,Thane West,3.0
63180,3,2125,Thane West,4.25
63181,4,5000,Thane West,12.0
63183,4,2650,Thane West,5.3
63185,4,2650,Thane West,5.3
63186,4,2650,Thane West,5.3
63194,4,2650,Thane West,5.3
63195,4,2650,Thane West,5.3
63219,2,925,Borivali West,2.0
63226,3,1264,Kandivali West,2.65
63228,2,742,Borivali West,1.51
63229,2,771,Borivali West,1.6
63231,2,1400,other,8.25
63237,3,1162,Goregaon West,2.7
63238,3,1300,Goregaon West,3.45
63239,2,817,Goregaon West,1.92
63240,2,799,Goregaon West,1.83
63241,2,817,Goregaon West,1.92
63242,3,1162,Goregaon West,2.7
63285,4,2415,Thane West,4.85
63323,4,2645,Thane West,6.0
63339,2,1075,Prabhadevi,3.95
63357,3,1300,Chembur,3.05
63358,3,1400,Chembur,4.25
63359,5,2100,Ghatkopar East,6.29
63360,3,1550,Chembur,4.25
63362,2,1100,Santacruz East,2.33
63363,3,1400,Santacruz East,3.05
63379,2,880,Santacruz East,1.99
63386,4,3607,Marine Lines,7.5
63387,2,1184,Marine Lines,4.5
63393,4,2200,Kandivali West,5.0
63394,2,967,Kandivali West,2.25
63395,2,967,Kandivali West,2.25
63396,3,1229,Kandivali West,2.6
63397,1,575,Borivali West,1.15
63398,1,500,Borivali West,1.0
63399,2,1090,Bandra Kurla Complex,2.98
63400,1,395,Kandivali East,0.8492000000000001
63401,1,395,Kandivali East,0.8492000000000001
63402,1,395,Kandivali East,0.8492000000000001
63403,1,395,Kandivali East,0.8492000000000001
63406,1,382,Kandivali East,0.77
63407,1,382,Kandivali East,0.77
63412,1,380,Kandivali East,0.83
63413,1,380,Kandivali East,0.83
63416,1,380,Kandivali East,0.83
63417,1,380,Kandivali East,0.83
63434,1,409,Borivali West,0.98
63435,1,409,Borivali West,0.98
63436,1,395,Kandivali East,1.0
63437,1,395,Kandivali East,1.0
63438,1,395,Kandivali East,1.0
63439,1,395,Kandivali East,1.0
63442,1,365,Kandivali East,0.77
63443,1,365,Kandivali East,0.77
63446,1,401,Borivali West,0.89
63447,1,401,Borivali West,0.89
63450,1,401,Borivali West,0.89
63451,1,401,Borivali West,0.89
63470,3,1300,Ghatkopar East,3.78
63472,2,937,Byculla,4.44
63473,2,867,Byculla,3.89
63492,3,3280,Thane West,7.0
63497,4,6500,Thane West,15.0
63517,4,2645,Thane West,6.0
63561,3,1250,Borivali West,2.55
63562,3,1600,other,3.5
63563,1,600,Kandivali West,1.3
63564,2,874,Kandivali West,2.16
63565,3,1166,Borivali West,3.1
63566,2,910,Borivali West,2.45
63567,3,1285,Borivali West,3.25
63568,2,902,Borivali West,2.25
63569,3,1192,Borivali West,3.1
63570,2,994,Kandivali West,2.15
63571,3,1293,Kandivali West,2.7
63572,4,1640,Kandivali West,4.0
63573,3,1183,Kandivali West,2.6
63574,4,2200,Kandivali West,4.9
63575,2,1220,Kandivali West,2.85
63576,3,1505,Kandivali West,4.6
63577,2,1006,Kandivali West,2.25
63578,3,1426,Kandivali West,3.25
63579,2,1300,Borivali West,2.6
63580,3,1600,Borivali West,3.35
63581,2,1203,Borivali West,3.0
63582,2,1049,Borivali West,2.65
63583,3,1010,Borivali West,2.25
63584,2,1092,Kandivali West,2.23
63585,3,1120,Borivali West,2.9
63586,3,1166,Borivali West,3.12
63587,3,1549,Borivali West,4.0
63588,4,1888,Borivali West,4.7
63590,2,1016,Kandivali West,2.1
63607,2,1000,Byculla,2.75
63623,3,1350,Chembur,3.35
63629,3,1500,Ghatkopar East,4.07
63641,3,1690,Byculla,4.0
63642,4,3250,Byculla,8.0
63643,5,5872,Marine Lines,13.0
63644,2,960,Borivali West,2.41
63645,4,1888,Borivali West,5.0
63646,3,1549,Borivali West,4.0
63647,3,1166,Borivali West,3.15
63648,3,1141,Borivali West,2.85
63649,3,1285,Borivali West,3.45
63650,2,1130,Kandivali West,2.85
63651,3,1540,Borivali West,4.5
63652,3,1350,Kandivali West,3.25
63653,2,960,Kandivali West,2.1
63655,3,1600,Borivali West,3.8
63656,2,893,Borivali West,2.4
63658,4,2000,Borivali West,4.25
63659,3,1500,Borivali West,3.25
63660,2,1100,Borivali West,2.5
63661,3,1900,Borivali West,4.6
63662,4,2000,Borivali West,4.6
63663,3,1700,Borivali West,3.6
63664,2,1250,Kandivali West,2.75
63669,1,1500,Thane West,3.35
63679,3,1212,Sion,2.45
63682,1,518,Ghatkopar East,1.11
63683,1,694,Ghatkopar East,1.6
63684,1,694,Ghatkopar East,1.6
63686,2,750,Ghatkopar East,1.79
63689,2,1125,Parel,5.5
63690,3,1200,Matunga,6.5
63692,1,460,Andheri East,1.1
63697,4,5040,Bandra West,16.5
63698,3,1400,Wadala,3.6
63699,3,1400,Wadala,3.6
63700,2,694,Ghatkopar East,1.6
63701,3,1400,Wadala,3.6
63702,3,1300,Mulund West,3.1
63704,4,5040,Bandra West,15.65
63715,1,391,Ghatkopar East,1.2
63716,1,391,Ghatkopar East,1.2
63717,1,406,Andheri East,1.01
63720,2,850,Chembur,1.7
63734,1,694,Ghatkopar East,1.6
63735,1,694,Ghatkopar East,1.6
63736,1,518,Ghatkopar East,1.11
63737,1,391,Ghatkopar East,1.2
63738,3,1400,Wadala,3.6
63739,3,1400,Wadala,3.6
63746,2,740,Ghatkopar East,2.31
63748,2,694,Ghatkopar East,1.6
63749,1,406,Andheri East,1.01
63752,1,391,Ghatkopar East,1.2
63759,2,740,Ghatkopar East,2.31
63760,1,460,Andheri East,1.1
63761,3,1224,Powai,3.15
63762,3,1200,Mulund West,2.45
63763,3,1400,Wadala,3.6
63765,4,5040,Bandra West,15.5
63766,4,5040,Bandra West,14.5
63767,4,5040,Bandra West,14.5
63768,2,694,Ghatkopar East,1.6
63776,2,850,Chembur,1.7
63777,2,750,Ghatkopar East,1.79
63778,2,739,Ghatkopar East,1.55
63779,2,898,Sion,2.15
63787,3,1125,Wadala,3.91
63788,3,1010,Sion,2.5
63789,2,850,Chembur,1.7
63790,4,5040,Bandra West,14.7
63791,2,802,Andheri West,2.99
63792,4,5040,Bandra West,14.8
