,bhk,area,region,price_in_cr
8379,1,450,Goregaon West,1.1
8380,6,2140,Andheri West,6.8
8381,3,1250,Goregaon West,2.7
8382,1,450,Goregaon West,1.1
8383,2,700,Goregaon West,1.9
8385,1,510,Goregaon West,1.25
8387,2,850,Malad West,1.8
8388,2,900,Goregaon West,2.1
8389,2,650,Goregaon West,1.45
8390,2,750,Malad West,1.9
8391,2,1260,Wadala,3.15
8417,3,1350,Nahur East,2.76
8418,4,1780,Mahalaxmi,9.29
8419,3,1600,Kharghar,3.2
8420,1,402,Kandivali East,0.9246
8421,1,402,Kandivali East,0.9246
8422,1,549,Kandivali East,1.26
8423,1,549,Kandivali East,1.26
8424,1,407,Kandivali East,0.9359999999999999
8425,1,407,Kandivali East,0.9359999999999999
8428,3,918,Kandivali East,2.66
8429,2,624,Kandivali East,1.8
8430,3,918,Kandivali East,2.66
8431,2,624,Kandivali East,1.8
8432,2,680,Kandivali East,1.97
8433,2,785,Kandivali East,2.27
8446,3,1100,Borivali East,2.3
8447,4,1600,Kandivali West,4.5
8448,3,1200,Kandivali West,2.4
8449,2,700,Malad West,1.42
8450,3,1200,Kandivali West,2.7
8452,4,1600,Borivali West,5.0
8453,9,6350,Juhu,34.0
8454,10,6200,Juhu,33.0
8455,10,6500,Chembur,35.0
8456,3,1458,Wadala,3.65
8457,3,1250,Wadala,3.21
8458,2,1000,Wadala,2.47
8461,3,1600,Kharghar,3.25
8466,3,900,Andheri East,2.7
8470,3,1170,Vikhroli,2.45
8472,3,1600,Airoli,3.7
8484,2,1350,Wadala,2.95
8487,2,610,Sion,1.9
8490,2,795,Wadala,1.8
8492,3,1250,Bandra East,6.0
8493,3,1350,Bandra East,7.0
8494,3,1600,Bandra East,8.0
8495,3,1650,Bandra East,9.0
8496,4,2100,Bandra East,10.0
8497,4,2250,Bandra East,11.0
8498,4,2600,Bandra East,13.0
8499,4,2700,Bandra East,14.0
8500,4,3100,Andheri West,15.0
8501,4,3100,Andheri West,15.0
8504,4,3600,Ville Parle East,14.0
8505,3,1800,Bandra West,12.0
8506,4,2400,Ville Parle West,12.0
8507,4,2880,Mazgaon,13.25
8508,5,4000,Andheri West,18.7
8510,3,1250,Bandra East,6.0
8511,3,1350,Bandra East,7.0
8512,3,1600,Bandra East,8.0
8513,3,1650,Bandra East,9.0
8514,4,2100,Bandra East,10.0
8515,4,2250,Bandra East,11.0
8516,4,2600,Bandra East,13.0
8517,4,2700,Bandra East,14.0
8518,5,4000,Andheri West,18.7
8520,5,5100,Juhu,17.75
8538,2,900,Andheri East,2.55
8539,2,800,Andheri East,2.2
8541,2,713,Wadala,1.76
8543,1,510,Wadala,1.62
8544,2,950,Chembur,2.0
8549,3,1560,Sion,6.0
8550,6,4000,Malad West,18.0
8551,3,1560,Sion,6.0
8552,3,2400,Andheri West,12.5
8553,5,4450,Andheri West,28.0
8554,6,4200,Andheri West,18.0
8555,5,4450,Andheri West,28.0
8556,6,4200,Andheri West,18.0
8557,8,7800,Kharghar,25.0
8558,5,4100,Andheri West,15.0
8559,9,8500,Andheri West,30.0
8560,4,2600,Andheri West,10.0
8561,3,2000,Andheri West,8.5
8562,4,2750,Andheri West,11.0
8563,6,3700,Andheri West,14.0
8564,4,2600,Andheri West,10.5
8565,6,3300,Andheri West,13.0
8566,4,1800,Mazgaon,7.25
8567,3,2200,Kandivali East,11.0
8568,4,2950,Santacruz West,15.0
8577,3,1300,Andheri East,2.6
8578,3,1200,Andheri East,3.5
8579,2,900,Andheri East,2.55
8590,1,585,Wadala,1.25
8591,1,575,Wadala,1.18
8592,2,1350,Wadala,3.25
8594,2,1192,Wadala,2.9
8595,2,795,Wadala,1.8
8596,2,1315,Wadala,3.2
8597,2,955,Wadala,2.0
8598,3,1315,Wadala,2.8
8599,1,575,Wadala,1.17
8600,1,575,Wadala,1.16
8601,2,955,Wadala,1.92
8602,2,955,Wadala,2.1
8604,2,1315,Wadala,3.15
8605,1,575,Wadala,1.23
8606,1,575,Wadala,1.2
8607,1,575,Wadala,1.22
8614,1,575,Wadala,1.15
8616,1,585,Wadala,1.21
8617,1,585,Wadala,1.32
8619,4,2400,Kharghar,4.9
8643,4,2950,Wadala,6.75
8647,1,401,Kandivali East,0.95
8648,1,401,Kandivali East,0.95
8652,3,1200,Mulund West,3.5
8653,3,1200,Mulund West,3.3
8654,2,720,Powai,1.9
8655,2,688,Powai,1.92
8656,2,720,Powai,1.9
8657,2,688,Powai,1.92
8677,3,1106,Dadar West,5.83
8678,2,905,Dadar West,4.77
8679,3,1466,Dadar West,7.7
8683,3,1096,Bandra East,6.48
8684,3,945,Bandra East,5.72
8685,3,996,Bandra East,6.0
8714,4,2750,Sion,14.0
8723,2,660,Kandivali East,2.05
8724,3,1300,Bandra West,7.5
8725,3,1200,Bandra West,7.0
8726,4,2000,other,12.5
8727,2,600,Bandra West,2.31
8728,3,1200,Khar,6.5
8730,5,2600,Prabhadevi,20.0
8836,4,2400,Bandra East,12.0
8841,2,800,Kanjurmarg,1.85
8843,1,420,Kanjurmarg,1.0
8854,2,820,Mulund West,2.0
8864,2,721,Byculla,4.18
8865,2,667,Byculla,3.87
8866,2,635,Byculla,3.69
8867,3,915,Byculla,4.59
8868,2,764,Byculla,4.43
8911,3,1315,Wadala,2.85
8919,2,787,Malad East,2.1
8923,2,730,Wadala,2.45
8956,2,960,Wadala,1.96
8957,3,2390,Wadala,5.7
8973,1,520,Kanjurmarg,1.25
8976,2,750,Wadala,2.62
8977,1,650,Powai,1.46
9007,1,530,Byculla,1.29
9010,1,650,Santacruz East,1.5
9013,2,1350,Wadala,3.1
9019,3,1395,Andheri West,4.1
9023,1,450,Wadala,1.05
9024,1,450,Wadala,1.1
9036,2,615,Sion,1.92
9037,3,1300,Sion,4.4
9038,2,850,Sion,2.75
9044,3,1315,Wadala,3.9
9052,2,1000,Vashi,2.1
9067,4,2800,Andheri West,15.0
9068,4,2500,Andheri West,11.0
9070,1,575,Wadala,1.15
9073,1,575,Wadala,1.15
9074,2,875,Andheri West,1.85
9078,2,750,Wadala,2.5
9079,1,510,Wadala,1.62
9080,3,1800,Wadala,3.75
9084,3,2200,Deonar,6.5
9085,2,1315,Wadala,3.15
9086,2,715,Ghatkopar East,1.43
9089,2,940,Goregaon East,2.35
9090,3,1800,Wadala,3.75
9091,3,2080,Bandra West,10.0
9092,1,510,Wadala,1.6
9093,2,750,Wadala,2.5
9103,2,800,Andheri East,2.2
9105,1,520,Wadala,1.15
9139,3,1500,Sion,4.86
9145,2,1000,Andheri West,3.25
9152,3,1315,Wadala,3.4
9186,3,1250,Bandra West,6.75
9221,2,955,Wadala,1.92
9247,2,1350,Powai,2.7
9248,2,1250,Powai,2.58
9249,2,1350,Powai,2.75
9250,2,1250,Powai,2.6
9251,2,1070,Powai,2.3
9252,2,1070,Powai,2.25
9253,2,950,Powai,2.05
9254,2,950,Powai,2.0
9255,2,1080,Powai,2.3
9256,2,1080,Powai,2.28
9257,2,1080,Powai,2.25
9258,2,1180,Powai,2.45
9259,2,1180,Powai,2.42
9260,2,1350,Powai,2.72
9261,2,1180,Powai,2.4
9262,2,1250,Powai,2.55
9263,2,1070,Powai,2.2
9264,3,940,Andheri East,2.79
9278,2,795,Wadala,1.8
9279,2,1250,Wadala,2.55
9284,2,1170,Wadala,2.5
9286,2,1350,Wadala,3.18
9359,2,790,Kandivali East,1.97
9360,2,790,Kandivali East,1.97
9372,3,1315,Wadala,3.0
9375,2,950,Andheri West,2.1
9376,3,1146,Mulund East,3.39
9377,3,1146,Mulund East,3.39
9378,3,977,Mulund East,2.89
9379,3,977,Mulund East,2.89
9380,2,750,Mulund East,1.8
9381,2,750,Mulund East,1.8
9385,2,950,Andheri East,2.5
9411,3,1500,Dadar West,4.75
9423,2,1020,Andheri West,2.5
9424,2,1050,Andheri West,2.1
9437,1,575,Wadala,1.27
9442,3,1500,Andheri West,3.6
9483,2,660,Koper Khairane,1.5
9508,5,8900,Worli,24.0
9513,3,1650,Parel,6.5
9523,3,2000,Nerul,4.15
9630,3,1365,Ghatkopar West,2.75
9631,2,1250,Powai,3.3
9632,2,1250,Powai,3.15
9633,2,1250,Powai,3.25
9634,2,1250,Powai,3.3
9635,1,550,Powai,1.2
9636,1,770,Vikhroli,1.7
9650,5,7000,Worli,51.0
9654,3,2200,Prabhadevi,21.0
9655,1,600,Worli,2.3
9656,5,7477,Worli,22.0
9657,5,6900,Lower Parel,33.0
9658,5,6500,Lower Parel,32.0
9659,5,7500,Worli,29.0
9660,5,7900,Lower Parel,29.0
9661,5,7000,Worli,50.0
9663,5,6500,Lower Parel,32.0
9664,5,7500,Worli,29.0
9665,5,7900,Lower Parel,29.0
9668,5,7000,Worli,51.0
9669,5,7000,Worli,50.0
9690,2,1175,Ghatkopar West,2.35
9691,2,1175,Ghatkopar West,2.4
9706,2,750,Chembur,1.7
9709,3,925,Chembur,2.0
9710,3,925,Chembur,2.0
9713,3,925,Chembur,2.0
9714,3,925,Chembur,2.0
9718,2,646,Chembur,1.42
9719,2,646,Chembur,1.42
9720,1,480,Chembur,1.05
9721,1,480,Chembur,1.05
9722,1,433,Chembur,0.96
9723,1,433,Chembur,0.96
9724,2,670,Chembur,1.5
9725,2,670,Chembur,1.5
9726,2,750,Chembur,1.7
9732,2,900,Andheri West,2.19
9733,3,1625,Andheri West,3.25
9734,3,1400,Andheri West,4.25
9735,4,2000,Andheri West,7.5
9736,3,1280,Andheri West,3.5
9737,3,1632,Andheri West,4.75
9738,3,1200,Andheri West,4.25
9739,2,800,Andheri West,2.6
9740,4,3300,Andheri West,9.5
9741,3,2000,Andheri West,4.5
9742,3,1700,Andheri West,3.8
9743,5,2500,Andheri West,13.0
9744,2,1024,Andheri West,3.2
9745,3,1700,Juhu,5.5
9746,3,1700,Juhu,5.25
9747,4,3000,Andheri West,12.5
9748,3,1850,Andheri East,4.8
9749,2,1000,Andheri West,2.6
9750,3,1800,Andheri West,5.0
9762,1,419,Andheri West,0.9266
9763,1,532,Andheri West,1.17
9764,1,514,Andheri West,1.13
9765,1,516,Andheri West,1.14
9766,1,417,Andheri West,0.9222
9767,1,491,Andheri West,1.08
9768,1,427,Andheri West,0.9443
9769,1,418,Andheri West,0.9244
9770,1,501,Andheri West,1.1
9772,1,416,Andheri West,0.92
9774,2,1250,Powai,3.2
9775,2,1250,Powai,3.1
9776,3,1360,Ghatkopar West,3.0
9777,3,1250,Ghatkopar West,2.8
9778,3,1250,Ghatkopar West,2.75
9785,2,1230,Powai,3.5
9786,2,1230,Powai,3.3
9787,2,1230,Powai,3.15
9788,2,1050,Powai,2.7
9789,2,1250,Powai,3.15
9790,3,1250,Ghatkopar West,2.7
9791,3,1250,Ghatkopar West,2.65
9794,2,1230,Powai,3.2
9799,2,1230,Powai,3.1
9800,1,600,Powai,1.55
9801,1,600,Powai,1.5
9802,1,600,Powai,1.48
9813,2,1230,Powai,3.6
9814,2,1050,Powai,2.6
9815,2,1050,Powai,2.5
9816,2,1230,Powai,3.4
9824,2,900,Ghatkopar East,1.9
9825,2,850,Ghatkopar East,1.82
9828,2,1200,Malad East,2.4
9830,2,1200,Malad East,2.4
9834,4,2300,Worli,7.6
9849,2,1050,Powai,2.25
9854,3,2450,Seawoods,6.51
9857,1,700,Worli,2.5
9858,2,700,Santacruz East,2.3
9863,2,900,Chembur,2.55
9875,1,495,Ghatkopar East,1.03
9877,2,770,Ghatkopar East,1.75
9880,1,600,Kandivali East,1.25
9882,3,2250,Malad East,5.1
9883,2,1200,Malad East,2.4
9887,2,1050,Malad East,2.2
9889,1,420,Jogeshwari West,0.99
9896,2,961,Byculla,3.55
9897,4,2500,Byculla,9.25
9898,3,1300,Byculla,4.81
9904,1,365,Kandivali East,0.78
9907,2,780,Goregaon East,2.2
9913,3,1580,Parel,6.6
9914,2,1287,Mahalaxmi,4.51
10028,2,880,Kandivali West,2.36
10029,2,740,Kandivali West,1.91
10031,3,1200,Kandivali West,2.86
10032,3,960,Malad East,2.2
10033,2,810,Malad East,1.82
10034,1,520,Malad East,1.14
10051,2,1360,Goregaon East,2.8
10052,2,980,Goregaon East,2.0
10054,2,950,Malad East,1.95
10055,2,980,Thane West,1.97
10057,2,950,Malad East,1.95
10059,2,1000,Goregaon East,2.1
10061,3,1500,Kandivali East,3.7
10062,4,2000,Kandivali East,4.7
10065,5,2500,Worli,20.0
10069,2,1360,Goregaon East,2.8
10070,2,980,Goregaon East,2.0
10072,2,950,Malad East,1.95
10073,2,980,Thane West,1.97
10075,2,950,Malad East,1.95
10077,2,1000,Goregaon East,2.1
10085,1,770,Vikhroli,1.85
10117,2,950,Goregaon East,2.0
10118,2,750,Goregaon West,1.5
10122,1,650,Colaba,3.4
10125,3,1080,Kandivali East,2.2
10128,3,980,Andheri East,2.8
10129,1,460,Kandivali East,1.0
10132,2,1000,Kandivali East,2.35
10140,2,1250,Wadala,2.85
10141,1,510,Wadala,1.7
10150,2,700,Chembur,1.4
10151,2,845,Santacruz West,1.78
10152,2,1200,Santacruz East,2.45
10155,2,950,Goregaon East,2.1
10159,2,900,Dadar West,3.15
10164,1,387,Kurla,0.813
10165,1,456,Kurla,0.9540000000000001
10172,1,446,Thane West,1.08
10174,1,361,Thane West,0.78
10189,1,475,Kurla,1.2
10191,1,466,Kurla,1.17
10194,1,447,Kurla,1.15
10199,2,670,Ghatkopar East,1.66
10207,2,624,Mulund West,1.67
10209,2,616,Mulund West,1.65
10210,1,395,Kandivali East,1.0
10212,1,365,Kandivali East,0.9299
10237,4,2700,Mulund West,5.8
10238,2,657,Mulund West,1.64
10239,1,435,Mulund West,1.14
10240,3,1244,Nahur East,2.85
10241,2,884,Nahur East,2.01
10242,3,1086,Nahur East,2.41
10243,2,828,Nahur East,1.79
10244,3,1116,Mulund West,2.85
10245,3,1056,Mulund West,2.45
10246,3,1015,Mulund West,2.45
10248,2,707,Kanjurmarg,1.55
10249,1,457,Kanjurmarg,1.0
10250,2,732,Kanjurmarg,1.61
10251,1,400,Bhandup West,0.99
10252,1,400,Bhandup West,0.99
10253,2,600,Bhandup West,1.48
10254,2,600,Bhandup West,1.48
10255,1,459,Andheri West,1.49
10256,1,426,Andheri West,1.37
10257,1,459,Andheri West,1.49
10258,1,417,Andheri West,1.34
10259,1,459,Andheri West,1.49
10260,1,459,Andheri West,1.49
10261,1,426,Andheri West,1.37
10262,1,426,Andheri West,1.37
10263,1,417,Andheri West,1.34
10264,1,417,Andheri West,1.34
10267,2,628,Andheri West,2.03
10268,2,628,Andheri West,2.03
10269,1,366,Powai,1.02
10270,1,366,Powai,1.02
10275,1,366,Powai,1.02
10276,1,366,Powai,1.02
10281,1,450,Powai,1.39
10282,1,450,Powai,1.39
10283,1,431,Powai,1.35
10284,1,431,Powai,1.35
10285,1,450,Powai,1.39
10286,1,450,Powai,1.39
10287,1,431,Powai,1.35
10288,1,431,Powai,1.35
10289,2,680,Andheri West,2.3
10290,3,1354,Andheri West,4.95
10291,2,760,Andheri West,2.75
10292,2,680,Andheri West,2.3
10293,2,680,Andheri West,2.3
10294,3,1354,Andheri West,4.95
10295,3,1354,Andheri West,4.95
10296,2,760,Andheri West,2.75
10297,2,760,Andheri West,2.75
10298,3,900,Andheri West,3.3
10299,3,900,Andheri West,3.3
10300,3,900,Andheri West,3.3
10301,3,900,Andheri West,3.3
10308,2,665,Andheri West,2.39
10309,2,665,Andheri West,2.39
10310,3,1304,Bandra East,6.49
10311,4,2100,Bandra East,7.8
10312,3,1650,Byculla,6.5
10314,3,1200,Bandra East,6.01
10346,1,353,Kanjurmarg,0.9906
10347,1,353,Kanjurmarg,0.9906
10348,1,353,Kanjurmarg,0.9906
10349,1,353,Kanjurmarg,0.9906
10352,1,370,Kanjurmarg,1.03
10353,1,370,Kanjurmarg,1.03
10356,2,606,Mulund West,1.57
10357,2,606,Mulund West,1.57
10358,1,461,Mulund West,1.11
10359,1,461,Mulund West,1.11
10360,2,606,Mulund West,1.57
10361,2,606,Mulund West,1.57
10362,1,461,Mulund West,1.11
10363,1,461,Mulund West,1.11
10364,3,1005,Mulund West,2.61
10365,3,1005,Mulund West,2.61
10368,2,717,Mulund West,1.86
10369,2,717,Mulund West,1.86
10370,2,901,Powai,2.25
10371,2,901,Powai,2.25
10372,2,901,Powai,2.25
10373,2,901,Powai,2.25
10374,2,806,Powai,1.98
10375,2,806,Powai,1.98
10376,2,829,Powai,2.03
10377,2,829,Powai,2.03
10378,2,828,Powai,2.03
10379,2,828,Powai,2.03
10380,2,618,Thane West,1.48
10381,2,618,Thane West,1.48
10384,3,981,Thane West,2.35
10385,3,981,Thane West,2.35
10386,2,618,Thane West,1.48
10387,2,618,Thane West,1.48
10390,3,981,Thane West,2.35
10391,3,981,Thane West,2.35
10413,3,901,Thane West,1.82
10414,3,901,Thane West,1.82
10415,3,901,Thane West,1.82
10416,3,901,Thane West,1.82
10421,2,828,Powai,2.03
10422,2,618,Thane West,1.48
10423,2,618,Thane West,1.48
10426,3,981,Thane West,2.35
10427,3,981,Thane West,2.35
10428,2,618,Thane West,1.48
10429,2,618,Thane West,1.48
10432,3,981,Thane West,2.35
10433,3,981,Thane West,2.35
10448,3,901,Thane West,1.82
10449,3,901,Thane West,1.82
10450,3,901,Thane West,1.82
10451,3,901,Thane West,1.82
10461,2,663,Thane West,1.37
10462,2,761,Thane West,1.55
10463,2,761,Thane West,1.55
10464,3,944,Thane West,1.95
10465,3,944,Thane West,1.95
10466,2,632,Thane West,1.3
10467,2,632,Thane West,1.3
10468,2,788,Powai,2.56
10469,3,997,Powai,3.34
10470,2,788,Powai,2.56
10471,2,788,Powai,2.56
10472,3,997,Powai,3.34
10473,3,997,Powai,3.34
10474,2,808,Powai,2.39
10475,2,808,Powai,2.39
10476,2,642,Powai,1.95
10477,2,642,Powai,1.95
10478,4,1652,Powai,4.94
10479,4,1652,Powai,4.94
10480,3,1034,Powai,3.13
10481,4,1652,Powai,4.94
10482,3,1034,Powai,3.13
10483,3,1034,Powai,3.13
10484,3,1136,Powai,3.42
10485,3,1136,Powai,3.42
10486,3,964,Powai,3.04
10487,3,964,Powai,3.04
10488,2,1076,Thane West,2.19
10491,2,1076,Thane West,2.19
10494,2,1076,Thane West,2.19
10495,2,1076,Thane West,2.19
10501,3,991,Thane West,2.03
10502,2,663,Thane West,1.37
10503,2,663,Thane West,1.37
10504,2,761,Thane West,1.55
10505,2,761,Thane West,1.55
10506,3,944,Thane West,1.95
10507,3,944,Thane West,1.95
10508,2,632,Thane West,1.3
10509,2,632,Thane West,1.3
10510,2,788,Powai,2.56
10511,3,997,Powai,3.34
10512,2,788,Powai,2.56
10513,2,788,Powai,2.56
10514,3,997,Powai,3.34
10515,3,997,Powai,3.34
10516,2,808,Powai,2.39
10517,2,808,Powai,2.39
10518,2,642,Powai,1.95
10519,2,642,Powai,1.95
10520,4,1652,Powai,4.94
10521,3,1017,Mulund West,3.05
10522,3,1017,Mulund West,3.05
10525,2,720,Mulund West,2.16
10526,2,720,Mulund West,2.16
10527,2,685,Mulund West,2.05
10528,2,685,Mulund West,2.05
10529,2,725,Mulund West,2.17
10530,2,725,Mulund West,2.17
10531,2,723,Mulund West,2.16
10532,2,723,Mulund West,2.16
10535,3,1000,Mulund West,2.45
10536,3,904,Mulund West,2.21
10537,3,1300,Mulund West,3.0
10538,3,1000,Mulund West,2.45
10539,3,1000,Mulund West,2.45
10540,3,904,Mulund West,2.21
10542,2,742,Mulund West,2.22
10543,2,742,Mulund West,2.22
10544,2,742,Mulund West,2.22
10545,2,742,Mulund West,2.22
10546,2,697,Mulund West,2.09
10547,2,697,Mulund West,2.09
10548,2,664,Mulund West,1.99
10549,2,664,Mulund West,1.99
10550,2,663,Mulund West,1.98
10551,2,663,Mulund West,1.98
10552,2,661,Mulund West,1.98
10553,2,661,Mulund West,1.98
10554,3,963,Mulund West,2.88
10555,3,963,Mulund West,2.88
10556,3,1017,Mulund West,3.05
10557,3,1017,Mulund West,3.05
10560,2,720,Mulund West,2.16
10597,3,1390,Chembur,3.2
10631,2,800,Ghatkopar East,1.89
10632,2,750,Ghatkopar East,1.56
10633,2,650,Santacruz East,1.33
10634,1,540,Santacruz East,1.45
10641,2,850,Chembur,2.4
10642,2,850,Chembur,2.1
10645,3,1500,Kandivali East,3.7
10646,4,2200,Borivali East,6.5
10647,2,800,Kandivali East,1.65
10648,4,2200,Kandivali East,4.5
10649,3,1502,Kandivali East,3.3
10650,1,535,Ghatkopar East,1.18
10651,4,2200,Borivali East,6.5
10652,2,800,Kandivali East,1.65
10653,4,2200,Kandivali East,4.5
10654,3,1700,Kandivali East,3.7
10655,2,1055,Kandivali East,2.3
10656,1,600,Kandivali East,1.25
10667,3,1363,Powai,2.99
10670,1,650,Powai,1.43
10680,3,1600,Powai,3.52
10683,3,2000,Powai,4.1
10685,3,1740,Powai,3.57
10689,3,1300,Santacruz East,2.9
10691,1,650,Chembur,1.46
10692,2,850,Chembur,1.96
10693,3,1100,Santacruz East,2.45
10695,2,950,Santacruz East,2.3
10696,3,1100,Santacruz East,2.6
10697,3,1200,Santacruz East,3.2
10698,3,1120,Chembur,2.55
10725,2,650,Seawoods,1.4
10732,3,3970,Lower Parel,9.5
10733,3,1850,Worli,6.8
10735,3,1900,Worli,8.0
10736,4,3278,Worli,15.0
10739,3,3200,Lower Parel,8.5
10740,3,1870,Sewri,4.1
10741,4,3100,Lower Parel,13.0
10743,4,3200,Lower Parel,6.75
10746,2,1260,Kandivali East,2.7
10748,2,1270,Lower Parel,4.0
10750,3,1600,Lower Parel,5.3
10766,3,1200,Chembur,2.73
10810,2,750,Ghatkopar East,1.71
10811,2,850,Ghatkopar East,2.05
10873,2,800,Powai,1.73
10900,3,1388,Chembur,2.99
10901,3,1400,Chembur,3.0
10903,3,1500,Chembur,3.4
10904,3,2022,Chembur,4.1
10908,2,1011,Chembur,2.12
10909,3,1300,Deonar,3.15
10914,3,1450,Chembur,3.22
10916,3,1100,Chembur,3.0
10919,3,1000,Chembur,2.15
10921,3,2100,Chembur,5.1
10930,3,1450,Chembur,3.22
10932,3,1100,Chembur,3.0
10935,3,1000,Chembur,2.15
10937,3,2100,Chembur,5.1
10943,2,800,Deonar,1.74
10944,2,1000,Chembur,2.2
10945,3,1380,Chembur,3.05
10946,4,1780,Chembur,4.3
10947,2,998,Chembur,2.08
10949,3,1550,Chembur,3.6
10959,2,1010,Deonar,2.15
10961,3,1120,Deonar,3.05
10962,1,589,Deonar,1.32
10963,3,1520,Deonar,4.55
10965,3,1320,Chembur,3.05
10966,3,1658,Chembur,4.62
10967,3,1685,Deonar,4.35
10968,1,685,Deonar,1.39
10969,3,1238,Chembur,2.72
10973,2,1020,Chembur,2.04
10975,2,920,Chembur,2.5
11123,5,2600,Goregaon East,6.0
11126,3,1100,Goregaon East,2.4
11127,2,1000,Goregaon East,2.05
11128,3,1200,Malad East,2.45
11132,2,1050,Malad East,2.2
11135,2,1050,Goregaon East,2.1
11139,2,1050,Malad East,2.35
11140,4,2000,Malad East,4.5
11141,2,900,Malad East,2.0
11142,6,3500,Goregaon East,12.0
11143,3,1300,Malad East,2.7
11144,2,1050,Malad East,2.5
11145,4,2500,Goregaon East,9.0
11147,3,1900,Goregaon East,5.25
11149,4,2100,Malad East,4.5
11152,1,600,Malad East,1.25
11386,4,2000,Kandivali East,4.5
11404,3,1500,Kandivali East,3.0
11410,1,675,Colaba,5.0
11411,4,2550,Wadala,10.75
11412,1,600,Colaba,1.75
11413,1,550,Colaba,1.95
11414,1,650,other,2.25
11415,1,550,other,1.9
11416,5,4000,Lower Parel,22.0
11421,3,1500,Kandivali East,3.7
11422,4,2200,Kandivali East,4.7
11437,2,800,Chembur,1.77
11448,1,500,Kandivali East,1.0
11454,2,600,Vikhroli,1.25
11476,1,500,Ville Parle West,1.52
11477,3,920,Ghatkopar East,2.47
11479,3,900,Ghatkopar East,2.0
11480,1,700,Ghatkopar East,1.47
11483,2,1250,Malad East,2.5
11484,2,980,Goregaon East,2.0
11487,2,600,Vikhroli,1.25
11492,1,500,Kandivali East,1.0
11510,3,2088,Lower Parel,6.49
11511,4,2349,Lower Parel,8.89
11512,2,950,Goregaon East,2.0
11515,3,1150,Chembur,2.82
11525,2,1250,Wadala,3.27
11528,1,610,Wadala,1.6
11542,2,1050,Santacruz East,2.75
11547,3,1000,Thane West,2.0
11554,2,1200,Ghansoli,2.4
11556,3,1800,Wadala,3.72
11563,3,1100,Chembur,2.73
11564,2,900,Chembur,2.13
11586,1,420,Ghatkopar West,0.9
11590,1,450,Ghatkopar West,1.04
11591,2,1200,Parel,3.8
11601,3,1200,Chembur,4.0
11620,1,530,Kandivali East,1.25
11621,1,530,Kandivali East,1.4
11622,1,530,Kandivali East,1.3
11623,1,530,Kandivali East,1.2
11630,1,490,Colaba,2.1
11632,3,900,Ghatkopar East,2.15
11634,3,1200,Powai,3.5
11635,4,1508,Powai,5.75
11636,2,1000,Powai,2.15
11638,2,1200,Powai,2.4
11652,2,624,Borivali West,1.68
11653,2,627,Borivali West,1.3
11654,2,668,Borivali West,1.4
11658,3,2560,Parel,6.6
11659,3,2560,Parel,6.3
11660,3,1600,Parel,4.0
11668,3,1880,Lower Parel,6.5
11669,3,1480,Mahim,6.0
11670,2,1120,Mahim,5.0
11675,2,950,Dadar West,3.5
11698,1,550,Santacruz East,1.15
11701,2,881,Santacruz East,2.0
11702,2,800,Ghatkopar East,2.2
11703,2,800,Ghatkopar East,2.5
11704,2,800,Ghatkopar East,2.3
11705,3,1106,Ghatkopar East,3.22
11706,2,750,Ghatkopar East,1.8
11707,3,1046,Ghatkopar East,3.61
11708,3,1046,Ghatkopar East,3.6
11710,2,750,Ghatkopar East,1.7
11711,2,840,Ghatkopar East,2.0
11712,3,1056,Ghatkopar East,3.1
11713,2,800,Kanjurmarg,1.9
11714,1,600,Kanjurmarg,1.33
11715,3,1400,Kanjurmarg,2.8
11716,2,770,Ghatkopar East,2.61
11721,5,4200,Powai,17.0
11725,4,3150,Worli,12.0
11726,5,7000,Thane West,15.0
11728,3,1500,Khar,4.55
11729,3,1500,Bandra West,8.75
11731,3,1650,Thane West,3.5
11733,3,2400,Bandra West,11.0
11738,4,3300,Thane West,6.75
11745,1,470,Colaba,1.8
11747,1,311,Jogeshwari West,0.8397
11748,2,635,Jogeshwari West,1.71
11749,1,405,Jogeshwari West,1.09
11768,2,700,Chembur,1.5
11773,2,1042,Deonar,2.2
11777,3,1452,Chembur,3.32
11836,2,700,Ghatkopar East,1.7
11837,1,500,Ghatkopar East,1.16
11838,2,800,Ghatkopar East,1.6
11845,3,1100,Parel,6.5
11846,9,7000,Kandivali West,36.0
11847,1,500,Ghatkopar East,1.2
11866,2,1050,Chembur,2.1
11873,1,530,other,2.0
11874,3,1150,Mahalaxmi,6.09
11875,4,1850,Mahalaxmi,9.8
11876,3,1450,Mahalaxmi,7.68
11877,3,1290,Mahalaxmi,6.83
11878,2,762,Mahalaxmi,4.03
11879,2,800,Mahalaxmi,4.24
11880,4,1800,Ghatkopar East,5.06
11881,4,1500,Ghatkopar East,3.98
11882,3,1400,Ghatkopar East,3.4
11883,3,1200,Ghatkopar East,2.78
11884,2,850,Chembur,2.0
11885,2,800,Chembur,2.0
11887,2,750,Ghatkopar East,2.04
11890,2,670,Colaba,2.5
11891,4,1750,Malad East,4.1
11904,3,1380,Thane West,2.79
11906,2,1000,Kandivali East,2.1
11909,3,1017,Jogeshwari West,2.57
11910,2,820,Jogeshwari West,2.11
11911,3,1286,Jogeshwari West,3.33
11913,2,740,Jogeshwari West,1.91
11914,3,1058,Jogeshwari West,2.66
11915,2,781,Jogeshwari West,2.02
11921,3,1550,Santacruz East,3.25
11922,2,850,Santacruz East,2.6
11923,1,550,Santacruz East,1.55
